000,0xfee8
001,0x9140
002,0xc48b
004,0x3ad4
005,0xb6f3
006,0x0fa3
007,0x764f
008,0x868a
009,0xadca
010,0xd25b
011,0xd21d
012,0x9e3d
013,0x1088
014,0x3802
015,0xd8d3
016,0x6255
017,0x443b
018,0x6100
019,0x39f1
020,0x79a4
021,0x2411
022,0xe9cd
023,0xeee4
024,0xd15f
025,0x2907
026,0x28f8
027,0x6785
028,0x300b
029,0x0008
030,0x1eae
031,0x3962
032,0xb943
033,0x2737
034,0xa69c
035,0xa8f9
036,0xe905
037,0x59b5
038,0xe933
039,0x81fe
040,0xd75b
041,0x6eb8
042,0x5626
043,0xeeb2
044,0x5f5c
045,0xb90f
046,0x5e05
047,0x2402
048,0xcb10
049,0x1402
050,0x140a
051,0x1416
052,0xb423
053,0xa43f
054,0xe423
055,0xe42f
056,0xe42b
057,0xc423
058,0xc027
059,0x4c22
060,0x3423
061,0x342f
062,0x9443
063,0x944f
064,0x945b
065,0x8443
066,0x844f
067,0x844b
068,0x8457
069,0x8453
070,0x845f
071,0x845b
072,0xf443
073,0xf44f
074,0xf457
075,0xf44f
076,0xf44b
077,0xf447
078,0xf47f
079,0xf05b
080,0xf057
081,0xf053
082,0xf04f
083,0xf04b
084,0xf047
085,0xf043
086,0xf07f
087,0xe443
088,0xe44f
089,0xe44b
090,0xd443
091,0xd44f
092,0xd44b
093,0xc443
094,0xc45b
095,0xc467
096,0x247a
097,0x246a
098,0x2466
099,0x2462
100,0xcba6
101,0xab10
102,0x4a13
103,0x1462
104,0x146e
105,0x146a
106,0x147a
107,0x9473
108,0x144a
109,0x9443
110,0x945b
111,0x6462
112,0x646e
113,0x646a
114,0x6476
115,0x5462
116,0x4462
117,0x446e
118,0x446a
119,0x4476
120,0x4472
121,0xb476
122,0xa462
123,0xa46a
124,0xb497
125,0xb49b
126,0xa4a7
127,0x9483
128,0x848b
129,0xf48f
130,0xf48b
131,0xe48f
132,0xd483
133,0xd7b2
134,0x2ab2
135,0xc483
136,0x3483
137,0xd78a
138,0x2483
139,0x248f
140,0x2497
141,0x2493
142,0x249f
143,0x249b
144,0x34a2
145,0x24a2
146,0x24ba
147,0xa4b3
148,0x14a2
149,0x14ae
150,0x14aa
151,0xeac3
152,0xb380
153,0xa4bc
154,0x7852
155,0xbaed
156,0x770e
157,0x66d4
158,0x6e9b
159,0xca9d
160,0x0ed8
161,0x547e
162,0x103c
163,0x6e7b
164,0x2ecc
165,0xe2bd
166,0x0bce
167,0xb29b
168,0xc56b
169,0x4eec
170,0xbb13
171,0x491e
172,0xe278
173,0xca9c
174,0xe9af
175,0x16e9
176,0xb4b2
177,0x3d9b
178,0xd790
179,0xef78
180,0x05bf
181,0x6b7a
182,0x0d41
183,0x6323
184,0x6759
185,0x1c08
186,0x923c
187,0xbbe6
188,0x06b5
189,0x123f
190,0xe6e4
191,0x5031
192,0x84ee
193,0x7a1f
194,0x0f6d
195,0x2239
196,0xd3a0
197,0x5a5f
198,0x6a87
199,0xa206
200,0x12e7
201,0xd2c8
202,0x90d0
203,0x535d
204,0x8e95
205,0x56f9
206,0x3774
207,0xc3ca
208,0x082e
209,0xb330
210,0x4f58
211,0x9644
212,0x453e
213,0x08ef
214,0xc019
215,0x0cad
216,0x7b4d
217,0xe4a5
218,0x141f
219,0xf2d0
220,0x3fe6
221,0x515f
222,0x515c
223,0x515d
224,0x515a
225,0xd6dc
226,0x49b2
227,0x291f
228,0x110a
229,0x4754
230,0x387c
231,0x1fbc
232,0x0f73
233,0xe814
234,0xaf15
235,0x56fc
236,0x66e7
239,0xe25c
240,0x80e3
241,0x80ef
242,0x80eb
243,0x80f7
244,0x80f3
245,0x8896
246,0x2b57
247,0x2a22
248,0xa7c9
249,0x71d3
250,0xa004
251,0x3455
252,0xd9ae
253,0x1b1a
254,0xe7e1
255,0x2407
256,0x240b
257,0x240f
258,0x2413
259,0xa416
260,0xa41a
261,0xa41e
262,0xa40a
263,0xa40e
264,0x1605
265,0x949f
266,0x9935
267,0x0639
268,0x670d
269,0x213d
270,0x1f6d
271,0xb132
272,0xa782
273,0x2353
274,0x14e2
275,0x16f7
276,0xbc67
277,0x519b
278,0x1105
279,0x0a06
280,0x5c7d
281,0x1078
282,0xa375
283,0x909b
284,0x3dce
285,0xfba6
286,0xfba2
287,0xfb9e
288,0xfb9a
289,0xffbe
290,0xffba
291,0xffb6
292,0xdb06
293,0xbb16
294,0x16e5
295,0x6289
296,0x08f7
297,0xe9a2
298,0x3336
299,0x3854
300,0xd35d
301,0x5198
302,0xd35f
303,0x0d4f
304,0x62b7
305,0x3a19
306,0xcd8e
307,0xbf7a
308,0x0f58
309,0x2ac5
310,0xb6d6
311,0xe2ef
312,0x58c2
313,0x8e3f
314,0xe6ef
315,0x8bdc
316,0x24ff
317,0x0165
318,0x7b00
319,0x471b
320,0x4717
321,0xd406
322,0xd41e
323,0x5417
324,0xd42e
325,0x5427
326,0x4713
327,0xafb2
328,0x470f
329,0x470b
330,0xa41e
331,0xa412
332,0x2417
333,0xa42e
334,0x4707
335,0x941e
336,0x4703
337,0x8406
338,0x473f
339,0x741e
340,0x473b
341,0x431f
342,0x0fd3
343,0x7427
344,0x743f
345,0x7433
346,0x431b
347,0x6427
348,0x4317
349,0x5427
350,0x4313
351,0x430f
352,0x430b
353,0x2427
354,0x4307
355,0x1427
356,0x143f
357,0x4303
358,0x433f
359,0xf427
360,0x4f17
361,0x5447
362,0x4f0f
363,0x4f0b
364,0x2447
365,0x4f07
366,0x1447
367,0x145f
368,0x9456
369,0x4f03
370,0x0447
371,0x4f3f
372,0xf447
373,0x4f3b
374,0xe447
375,0x4b1f
376,0xf466
377,0xf47e
378,0x4b1b
379,0xe466
380,0x4b17
381,0x4f93
382,0xd466
383,0x4b13
384,0x4b0f
385,0xb466
386,0xb47e
387,0x4b0b
388,0xa466
389,0xa47e
390,0x4b07
391,0x9466
392,0x947e
393,0x4b03
394,0x4b3f
395,0x7466
396,0x4b3b
397,0x6466
398,0x647e
399,0x5717
400,0x5487
401,0x5713
402,0x4487
403,0x449f
404,0x570f
405,0x570b
406,0x5707
407,0x5703
408,0x573f
409,0x829b
410,0xd2cd
411,0xdef1
412,0xc1d7
413,0xa6b2
414,0x12e2
415,0xf1f4
416,0x0ebb
417,0x70ef
418,0xd2b9
419,0xcaa1
420,0x917e
421,0xa009
422,0xade9
423,0xb5a8
424,0xd169
425,0x1570
426,0xa7c3
427,0x15ec
428,0x671f
429,0x90af
430,0x90a3
431,0x3160
432,0x5160
433,0xc8f1
434,0xbb17
435,0x5057
436,0x697b
